entry,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name,lat,long
0,12067,Shikargah Kusak,Shikargah Kusak,Teen Murti Bhawan,New Delhi,Delhi,Delhi Mini Circle,DLMDL135.jpg,DLMDL135,DLM135,28.603323384000085,77.19815092500005
1,12068,Unknown Tomb in the vicinitty of Jawahar Lal Nehru Stadium,Unknown Tomb in the vicinitty of Jawahar Lal Nehru Stadium,"Pragati Vihar, New Delhi",South,Delhi,Delhi Mini Circle,DLMDL174.jpg,DLMDL174,DLM174,28.581329616000062,77.23130927100004
2,12069,Jantar Mantar,Jantar Mantar,Cannought Place,New Delhi,Delhi,Delhi Mini Circle,DLMDL023.jpg,DLMDL023,DLM023,28.62747327800001,77.21670118200007
3,11299,"Humayun's tomb, its platforms","Humayun's tomb, its platforms",Nizamuddin,South East,Delhi,Delhi Circle,DELDL127A.JPG,DELDL127A,DL127A,28.593306122713408,77.25072555380234
4,11300,"Humayun's tomb, its platforms, garden, enclosure walls and gateways Khasra No. 258 bounded on the east by Khasra No.180&181&244 of Miri Singh and on west by Kh. No. 268&253 on the north by Khasra No. 266, on the south by Kh No. 245 of Miri Singh & Kh. No","Humayun's tomb, its platforms, garden, enclosure walls and gateways Khasra No. 258 bounded on the east by Khasra No.180&181&244 of Miri Singh and on west by Kh. No. 268&253 on the north by Khasra No. 266, on the south by Kh No. 245 of Miri Singh & Kh. No",Nizamuddin,South East,Delhi,Delhi Circle,DELDL127B.JPG,DELDL127B,DL127B,28.592463461960342,77.24711791245332
5,11301,"Unnamed tomb, Mohammad Pur Village","Unnamed tomb, Mohammad Pur Village",Mohammad Pur Village,South,Delhi,Delhi Circle,DELDL110.JPG,DELDL110,DL110,28.565006938000074,77.18788421100004
6,11302,Tomb of Khan-i-Khana,Tomb of Khan-i-Khana,Nizamuddin,South East,Delhi,Delhi Circle,DELDL133.JPG,DELDL133,DL133,28.58803888900008,77.24792839500003
7,11303,Sat pula,Sat pula,Khirki Village near Malviya Nagar,South,Delhi,Delhi Circle,DELDL087.JPG,DELDL087,DL087,28.531588369000076,77.22323365700004
8,11304,"Walls, gate and bastions of Adilabad (Mohammadabad) and causeway leading there to from Tughlakabad.","Walls, gate and bastions of Adilabad (Mohammadabad) and causeway leading there to from Tughlakabad.",Tughlaqabad,South East,Delhi,Delhi Circle,DELDL145.JPG,DELDL145,DL145,28.505062440000074,77.26732372400005
9,11305,Mosque attached to Mubarak shah Tomb,Mosque attached to Mubarak shah Tomb,Kotla Mubrakpur Village,South,Delhi,Delhi Circle,DELDL107.JPG,DELDL107,DL107,28.57231920900005,77.22225163000007
10,11306,Sakri Gumti-284,Sakri Gumti-284,Hauz Khas  Enclave near Green Park,South,Delhi,Delhi Circle,DELDL085.JPG,DELDL085,DL085,28.55339001200008,77.20135170300006
11,11307,"Tomb of Mubarik Shah in Mubarikpur, Kotla","Tomb of Mubarik Shah in Mubarikpur, Kotla",Kotla Mubrakpur Village,South,Delhi,Delhi Circle,DELDL106.JPG,DELDL106,DL106,28.572672401000034,77.22297780900004
12,11308,"Salimgarh Fort, comprising the main gate on North, Ancient structure near the main gate and the entire fortification wall","Salimgarh Fort, comprising the main gate on North, Ancient structure near the main gate and the entire fortification wall",Red Fort,Central,Delhi,Delhi Circle,DELDL168.JPG,DELDL168,DL168,28.660571566000037,77.24338998300004
13,11309,Lakhar wala Gumbad (Tomb),Lakhar wala Gumbad (Tomb),Near HumayunΓÇÖs Tomb,South East,Delhi,Delhi Circle,DELDL068.JPG,DELDL068,DL068,28.597956155000084,77.24395766200007
14,11310,Sunderwala Burj,Sunderwala Burj,Near HumayunΓÇÖs Tomb,South East,Delhi,Delhi Circle,DELDL069.JPG,DELDL069,DL069,28.59604733996573,77.24540858280044
15,11311,Sunderwala Mahal,Sunderwala Mahal,Near HumayunΓÇÖs Tomb,South East,Delhi,Delhi Circle,DELDL070.JPG,DELDL070,DL070,28.59610914500007,77.24653735600003
16,11312,"Tomb of Mirza Muzaffer,  Bara Batasha","Tomb of Mirza Muzaffer,  Bara Batasha",Nizamuddin,South East,Delhi,Delhi Circle,DELDL057.JPG,DELDL057,DL057,28.595797268000062,77.24900759000008
17,11313,"Tomb of Mirza Muzaffer, Chota Batasha","Tomb of Mirza Muzaffer, Chota Batasha",Nizamuddin,South East,Delhi,Delhi Circle,DELDL055.JPG,DELDL055,DL055,28.595968725000034,77.24972896800006
18,11314,Unknown tomb,Unknown tomb,Nizamuddin,South East,Delhi,Delhi Circle,DELDL059.JPG,DELDL059,DL059,28.59586063000006,77.25053550800004
19,12070,Tomb of Ghaziuddin Khan,Tomb of Ghaziuddin Khan,"Ajmeri Gate, Paharganj",Central,Delhi,Delhi Mini Circle,DLMDL047.jpg,DLMDL047,DLM047,28.645675847786883,77.22205219745415
20,12071,Delhi Gate,Delhi Gate,Daryaganj,Central,Delhi,Delhi Mini Circle,DLMDL019.jpg,DLMDL019,DLM019,28.641172234000067,77.24054897100007
21,12072,Ajmeri Gate,Ajmeri Gate,Bazar Ajmeri Gate,Central,Delhi,Delhi Mini Circle,DLMDL012.jpg,DLMDL012,DLM012,28.646248356471247,77.22398447241424
22,12073,Ashokan Pillar South of Hindu Rao Hospital,Ashokan Pillar South of Hindu Rao Hospital,On the ridge between Hindu Rao Hospital,North,Delhi,Delhi Mini Circle,DLMDL164.jpg,DLMDL164,DLM164,28.67385819800006,77.21184132100007
23,12074,The Old Entrance Gateway of the Garden,The Old Entrance Gateway of the Garden,Qudsia Delhi Opposite ISBT,North,Delhi,Delhi Mini Circle,DLMDL033.jpg,DLMDL033,DLM033,28.67086839800004,77.22859683400003
24,12075,Portion of City Wall near which Brigadier General Jhon Nicholson was mortally wounded on 14th Sept. 1857,Portion of City Wall near which Brigadier General Jhon Nicholson was mortally wounded on 14th Sept. 1857,Near Kashmieri Gate,North,Delhi,Delhi Mini Circle,DLMDL035.jpg,DLMDL035,DLM035,28.661238126000057,77.21847384000006
25,12076,Lal Bangla,Lal Bangla,Badarpur,South East,Delhi,Delhi Mini Circle,DLMDL004.jpg,DLMDL004,DLM004,28.600364087913754,77.23829927312913
26,12506,Dolmens in annavasal vattam,Dolmens in annavasal vattam,Sittannavasal,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN123.JPG,CHETN123C,CHE_123C,10.444829649641235,78.71778455783799
27,12507,Dolmens in annavasal vattam,Dolmens in annavasal vattam,Sittannavasal,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN123.JPG,CHETN123A,CHE_123A,10.44788079283137,78.71875220531369
28,12508,Prehistoric site,Prehistoric site,Karungulam,Turicorin,Tamil Nadu,Chennai Circle,CHETN155.JPG,CHETN155,CHE_154,8.628475551240697,77.87144709989397
29,12509,Hill Fort,Hill Fort,Krishnagiri,Krishnagiri,Tamil Nadu,Chennai Circle,CHETN179.JPG,CHETN179,CHE_179,12.538222572741446,78.21272445944835
30,12510,Rock-cut Vishnu shrine called Samanar Kudagu with structural moulded plinth in front,Rock-cut Vishnu shrine called Samanar Kudagu with structural moulded plinth in front,Narthamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN277.JPG,CHETN277,CHE_278,10.505147770766825,78.75633619437586
31,12511,Amman Kovil,Amman Kovil,Narthamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN275.JPG,CHETN275,CHE_275,10.513096840830812,78.7672453170405
32,12512,Rock-cut Siva Temple called Paliyili Iswaran with structuralmoulded plinth in front,Rock-cut Siva Temple called Paliyili Iswaran with structuralmoulded plinth in front,Narthamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN276.JPG,CHETN276,CHE_275,10.513479363957359,78.767462151896
33,12488,Megalithic cists and cairns,Megalithic cists and cairns,Pondavakkam,Tiruvallur,Tamil Nadu,Chennai Circle,CHETN139.JPG,CHETN139,CHE_139,13.48059360200007,80.00080607900009
34,12513,"Jain idol, two Durga idols, one Vishnu idol and inscribed stone slab","Jain idol, two Durga idols, one Vishnu idol and inscribed stone slab",Nanjur,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN274.JPG,CHETN274,CHE_274,10.579191306781766,78.80643967805152
35,12514,(1) Jain Tirthankara image in Sighasana posture lying in bas-relief on a slab(2) Remains of the temple(3)Ganesa image; and(4) Nandi with inscriptions on the basement and the surrounding portions in the Karuppar hill,(1) Jain Tirthankara image in Sighasana posture lying in bas-relief on a slab(2) Remains of the temple(3)Ganesa image; and(4) Nandi with inscriptions on the basement and the surrounding portions in the Karuppar hill,Mylappatti,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN272.JPG,CHETN272,CHE_272,10.384556140087724,78.75171538853354
36,12515,Jain Tirthankara image,Jain Tirthankara image,Puliyur,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN282.JPG,CHETN282,CHE_282,10.639976226444688,78.81397585438764
37,12516,Jain image and the surrounding Temple site locally called Mottai Pillaiyarkoil,Jain image and the surrounding Temple site locally called Mottai Pillaiyarkoil,Puttambur,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN321.JPG,CHETN321,CHE_321,10.469676242120642,78.84084929520502
38,12517,Rock cut Pallava Temple,Rock cut Pallava Temple,Dalavanur,Villupuram,Tamil Nadu,Chennai Circle,CHETN360.JPG,CHETN360,CHE_360,12.167688389930007,79.46825872966362
39,12518,Fort and Temples on the hill,Fort and Temples on the hill,Chinnakavandanur,Salem,Tamil Nadu,Chennai Circle,CHETN372.JPG,CHETN372,CHE_372,11.479600120832771,77.85795827793214
40,12519,Prehistoric settlement site-megalithic period,Prehistoric settlement site-megalithic period,Pulal,Tiruvallur,Tamil Nadu,Chennai Circle,CHETN141.JPG,CHETN141,CHE_141,13.162683283563723,80.19894289748645
41,12520,Megalithic cists and cairns,Megalithic cists and cairns,Sembakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN074.JPG,CHETN074,CHE_074,12.92947133721259,80.16590873140638
42,12521,Two Unfinished Excavations Near The Light House,Two Unfinished Excavations Near The Light House,Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN225.JPG,CHETN225,CHE_193,12.617125231500026,80.19167339247218
43,12522,Adjoining Building to the masjid and two ponds,Adjoining Building to the masjid and two ponds,Arcot,Vellore,Tamil Nadu,Chennai Circle,CHETN334.JPG,CHETN334,CHE_334,12.90100829879755,79.33536673652559
44,12523,Small Monolithic Temples known as Valiankuttai Ratha (unfinished),Small Monolithic Temples known as Valiankuttai Ratha (unfinished),Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN217.JPG,CHETN217,CHE_217,12.62023329300007,80.18762023700003
45,12524,Two small monolithic Temples known as the Pidari Amman Ratha (unfinished),Two small monolithic Temples known as the Pidari Amman Ratha (unfinished),Mamallapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN222.JPG,CHETN222,CHE_217,12.61963606300003,80.18762137200008
46,12525,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371A.JPG,CHETN371B,CHE_371,11.602483757045576,78.59877265500161
47,12526,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371B.JPG,CHETN371C,CHE_371,11.602258501403696,78.59945905018638
48,12527,Remains of the Fort with the Buildings thereon,Remains of the Fort with the Buildings thereon,Attur,Salem,Tamil Nadu,Chennai Circle,CHETN371B.JPG,CHETN371D,CHE_371,11.602240952878788,78.60126573527052
49,12469,Megalithic cists and cairns,Megalithic cists and cairns,Araiyapakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN012.JPG,CHETN012,CHE_012,12.551718000000065,79.91290843100006
50,12470,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Erumaiyur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN018.JPG,CHETN018,CHE_018,12.945071582000026,80.07175993900006
51,12471,Cairns in the rf at the foot of perambair hills.,Cairns in the rf at the foot of perambair hills.,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN022.JPG,CHETN022A,CHE_022A,12.375221981000053,79.78471444400003
52,12472,Urn burial site,Urn burial site,Kadagambattu,Villupuram,Tamil Nadu,Chennai Circle,CHETN156.JPG,CHETN156,CHE_156,12.022599423000031,79.65583228800006
53,12473,Megalithic cists and cairns,Megalithic cists and cairns,Kandalur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN029.JPG,CHETN029,CHE_029,12.723313312000073,79.97605697600005
54,12474,Urn burials,Urn burials,Alattur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN009.JPG,CHETN009,CHE_009,12.691591803000051,80.15930949000006
55,12475,Megalithic cists and cairns,Megalithic cists and cairns,Venpakkam Village No.69,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN101.JPG,CHETN101,CHE_101,12.668571703000069,79.97467917800003
56,12476,Megalithic cists and cairns,Megalithic cists and cairns,Paranur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN061.JPG,CHETN061,CHE_061,12.73026470600007,79.99037571200006
57,12477,Megalithic cists and cairns,Megalithic cists and cairns,Vadakkuppattu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN093.JPG,CHETN093A,CHE_093A,12.80265571400001,79.91797197400007
58,12478,Urn burial and megalithic site,Urn burial and megalithic site,St. Thomas Mount,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN083.JPG,CHETN083,CHE_083,13.00574361800004,80.19325102200008
59,12479,Megalithic cists and cairns,Megalithic cists and cairns,Vadamangalam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN094.JPG,CHETN094,CHE_094,12.954644552000047,79.90745877700004
60,12480,Megalithic cists and cairns,Megalithic cists and cairns,Padur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN057.JPG,CHETN057,CHE_057,12.804455640000072,80.23125444300007
61,12481,Megalithic cists and cairns,Megalithic cists and cairns,Ottiyambakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN056.JPG,CHETN056,CHE_056,12.861951896000036,80.19040708700004
62,12482,Megalithic cists and cairns,Megalithic cists and cairns,Pammadukulam,Tiruvallur,Tamil Nadu,Chennai Circle,CHETN136.JPG,CHETN136,CHE_136,13.164661182670017,80.15228637769555
63,12483,Megalithic cists and cairns,Megalithic cists and cairns,Tirusulam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN089.JPG,CHETN089,CHE_089,12.973120574000063,80.17121494100007
64,12484,Megalithic cists and cairns,Megalithic cists and cairns,Tandalam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN084.JPG,CHETN084,CHE_084,12.506579138000063,79.83798988500007
65,12485,Megalithic cists and cairns,Megalithic cists and cairns,Tirupporur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN088.JPG,CHETN088,CHE_088,12.726735273000031,80.18701087100004
66,12486,Megalithic cist,Megalithic cist,Vallanjeri,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN114.JPG,CHETN114,CHE_114,12.833753614000045,80.05409125300008
67,12487,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Ponmar,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN065.JPG,CHETN065,CHE_065,12.854095786000073,80.18985597900007
68,12489,Megalithic cists and cairns,Megalithic cists and cairns,Pudupakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN067.JPG,CHETN067B,CHE_067B,12.662545340000065,79.97782847000008
69,12490,Megalithic cists and cairns bounded with stone circles,Megalithic cists and cairns bounded with stone circles,Pulippakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN068.JPG,CHETN068,CHE_068,12.713121544000032,79.97785674700003
70,12491,Megalithic cists circumscribed by stone circles,Megalithic cists circumscribed by stone circles,Rajakulipettai,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN070.JPG,CHETN070B,CHE_070B,12.722133874143196,79.98223041680473
71,12492,Megalithic cists circumscribed by stone circles,Megalithic cists circumscribed by stone circles,Rajakulipettai,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN070.JPG,CHETN070A,CHE_070A,12.723669384000061,79.98074755300007
72,12493,Megalithic cists and cairns intact with stone circles.,Megalithic cists and cairns intact with stone circles.,Settipuniyam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN077.JPG,CHETN077,CHE_077,12.744985140813611,79.97174952459973
73,12494,Megalithic cists and cairns,Megalithic cists and cairns,Sirudavur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN080.JPG,CHETN080,CHE_080,12.667308185000024,80.14114367400003
74,12495,Megalithic cists and cairns,Megalithic cists and cairns,Sittalapakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN082.JPG,CHETN082,CHE_082,12.884975896000071,80.19033805600003
75,12496,Megalithic cists and cairns,Megalithic cists and cairns,Kalvay,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN027.JPG,CHETN027A,CHE_027A,12.768005891959746,80.10781039072413
76,12497,Megalithic cists and cairns,Megalithic cists and cairns,Kuravanmedu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN037.JPG,CHETN037,CHE_037,12.786017868759984,79.91461872290742
77,12498,Cairns in the rf at the foot of perambair hills.,Cairns in the rf at the foot of perambair hills.,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN022.JPG,CHETN022B,CHE_022B,12.378278034409604,79.78731820844192
78,12499,Chromlechs,Chromlechs,Kadmalaiputhur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN023.JPG,CHETN023,CHE_023,12.385744084785074,79.78909337008679
79,12500,Megalithic cists and cairns,Megalithic cists and cairns,Pudupakkam,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN067.JPG,CHETN067A,CHE_067A,12.66271447319842,79.97601523205917
80,12501,Megalithic cairns with stone circles and sarvophagi,Megalithic cairns with stone circles and sarvophagi,Sikkarayapuram,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN079.JPG,CHETN079B,CHE_079B,13.014021429378431,80.10233798480884
81,12502,Group of cairns,Group of cairns,Kadapperi,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN024.JPG,CHETN024,CHE_024,12.943147058254695,80.12515466869557
82,12503,Megalithic cists and cairns,Megalithic cists and cairns,Kanakapattu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN028.JPG,CHETN028,CHE_028,12.730847876912634,80.18769404535622
83,10100,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Shampur,Jalandhar,Punjab,Chandigarh Circle,,CHAPB016,16,31.075833951784396,75.64970252472644
84,10101,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Tut Kalan,Jalandhar,Punjab,Chandigarh Circle,,CHAPB017,17,31.149675485249176,75.44392579897922
85,10102,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Seven Kos Minars on old Badshahi highway form Delhi to Lahore,Upal,Jalandhar,Punjab,Chandigarh Circle,,CHAPB018,18,31.099140063915684,75.56421335729821
86,10103,Mughal Bridge,Mughal Bridge,Dakhni,Jalandhar,Punjab,Chandigarh Circle,,CHAPB019,19,31.171666000000002,75.416333
87,10104,Sarai Including Gateway,Sarai Including Gateway,Dakhni,Jalandhar,Punjab,Chandigarh Circle,,CHAPB020,20,31.1723926751731,75.41153569191509
88,10105,"Mughal Kos Minar, Three Miles of north-west of Dakhni Sarai","Mughal Kos Minar, Three Miles of north-west of Dakhni Sarai",Dakhni Khanpur Dhadha,Jalandhar,Punjab,Chandigarh Circle,,CHAPB021,21,31.18451446915727,75.36200174277778
89,10106,Theh Gatti (Mound),Theh Gatti (Mound),Nagar,Jalandhar,Punjab,Chandigarh Circle,,CHAPB022,22,31.040166,75.835166
90,10107,"The tomb, viz. the first octagonal and known as the tomb of Mohammad Momin, the âUstadâ, now empty, and the other square and known as the tomb of Haji Jamal, his pupil; the latter, contains 5 grav","The tomb, viz. the first octagonal and known as the tomb of Mohammad Momin, the âUstadâ, now empty, and the other square and known as the tomb of Haji Jamal, his pupil; the latter, contains 5 grav",Nakodar,Jalandhar,Punjab,Chandigarh Circle,,CHAPB023,23,31.127380151490527,75.47453331245408
91,10108,Sarai including gateway,Sarai including gateway,Nurmahal,Jalandhar,Punjab,Chandigarh Circle,,CHAPB024,24,31.09283299999999,75.594333
92,10109,Ancient Mound,Ancient Mound,Katpalon,Jalandhar,Punjab,Chandigarh Circle,,CHAPB025,25,31.03133300000001,75.849333
93,10110,Maharaja Ranjit Singh Fort at Phillar,Maharaja Ranjit Singh Fort at Phillar,Phillaur,Jalandhar,Punjab,Chandigarh Circle,,CHAPB026,26,31.01122592274637,75.78941221118951
94,10111,Kos Minar near the village of Rajputan,Kos Minar near the village of Rajputan,Ghungrali Rajputan,Ludhiana,Punjab,Chandigarh Circle,,CHAPB027,27,30.732817868220884,76.11954989866052
95,10112,Kos Minar near the Sarai of Lashkari Khan,Kos Minar near the Sarai of Lashkari Khan,Lashkari Khan,Ludhiana,Punjab,Chandigarh Circle,,CHAPB028,28,30.757651161926155,76.0853996221491
96,10113,Kos Minar about one mile east of Ludhiana,Kos Minar about one mile east of Ludhiana,Sherpur Kalan,Ludhiana,Punjab,Chandigarh Circle,,CHAPB030,30,30.905657044770244,75.88124765390067
97,10114,Ancient Site of Sunet,Ancient Site of Sunet,Sunet,Ludhiana,Punjab,Chandigarh Circle,,CHAPB031,31,30.883665999999998,75.806
98,10115,Kos Minar near the village of Sunnahwal,Kos Minar near the village of Sunnahwal,Sunnahwal,Ludhiana,Punjab,Chandigarh Circle,,CHAPB032,32,30.835806659692842,75.98596706286992
99,10116,Mound near collage compound,Mound near collage compound,Ropar,Ropar,Punjab,Chandigarh Circle,,CHAPB033,33,30.971499999999992,76.523666
100,10117,Ram bagh gate,Ram bagh gate,Amritsar,Amritsar,Punjab,Chandigarh Circle,,CHAPB001,1,31.6363499254509,74.87878517050586
101,12504,Megalithic cists and cairns,Megalithic cists and cairns,Vadakkuppattu,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN093.JPG,CHETN093B,CHE_093B,12.787834460269039,79.91696975337766
102,12505,Megalithic cists and cairns,Megalithic cists and cairns,Venpakkam Village No.273,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN102.JPG,CHETN102A,CHE_102A,12.770909292514588,79.96003698471965
103,12432,Megalithic cists and cairns,Megalithic cists and cairns,Amur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN010.JPG,CHETN010,CHE_010,12.670964812000022,80.12707043700004
104,12433,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Echchur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN015.JPG,CHETN015C,CHE_015C,12.888202770000078,79.89330721400006
105,12434,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Echchur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN015.JPG,CHETN015A,CHE_015A,12.888147828000058,79.89399321000008
106,12435,Megalithic cists and cairns with stone circles,Megalithic cists and cairns with stone circles,Echchur,Kanchipuram,Tamil Nadu,Chennai Circle,CHETN015.JPG,CHETN015B,CHE_015B,12.887533191000045,79.89525742200004
107,12436,Prehistoric site,Prehistoric site,Adichanallur,Turicorin,Tamil Nadu,Chennai Circle,CHETN153.JPG,CHETN153,CHE_153,8.632351753000023,77.87742163600007
108,12437,Prehistoric site,Prehistoric site,Kolvoi,Turicorin,Tamil Nadu,Chennai Circle,CHETN154.JPG,CHETN154,CHE_154,8.62915169300004,77.87467812700004
109,12438,Kailasanatha Temple,Kailasanatha Temple,Vellanur,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN294.JPG,CHETN294,CHE_294,10.456727397000066,78.79299781600008
110,12439,Natural cavern called Andarmatam,Natural cavern called Andarmatam,Sembuthi,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN311.JPG,CHETN311,CHE_311,10.335980981000034,78.58844587300007
111,12440,Cavern on the western side of the Kudumiamalai temple hill,Cavern on the western side of the Kudumiamalai temple hill,Kudumiamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN255.JPG,CHETN255,CHE_254,10.415917342096662,78.65755979997397
112,12441,Musical Inscriptions,Musical Inscriptions,Kudumiamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN256.JPG,CHETN256,CHE_254,10.416217154183414,78.65848065138321
113,12442,Rock-cut shrine called Melakkovil with mantapam in front,Rock-cut shrine called Melakkovil with mantapam in front,Kudumiamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN257.JPG,CHETN257,CHE_254,10.416452720822974,78.65862341904356
114,12443,Sikhanathaswami temple,Sikhanathaswami temple,Kudumiamalai,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN258.JPG,CHETN258,CHE_254,10.416409890524875,78.65929442704721
115,12444,Jain tirthankara image and inscribed stone slab,Jain tirthankara image and inscribed stone slab,Valavampatti,Pudukkottai,Tamil Nadu,Chennai Circle,CHETN324.JPG,CHETN324B,CHE_324B,10.561455838523315,78.9912860003086
116,12445,Cave in Sittharmalai,Cave in Sittharmalai,Mettuppatti,Madurai,Tamil Nadu,Chennai Circle,CHETN383.JPG,CHETN383,CHE_383,10.074225430816426,77.84521295305437
117,12446,Mandapakkadu (Structure with mound),Mandapakkadu (Structure with mound),Chettipalayam,Coimbatore,Tamil Nadu,Chennai Circle,CHETN001.JPG,CHETN001,CHE_001,10.94821823886609,77.05127676879592
118,12048,Mosque with its dalans and courtyard and the Bara Gumbaz Mosque,Mosque with its dalans and courtyard and the Bara Gumbaz Mosque,Lodi Garden,New Delhi,Delhi,Delhi Mini Circle,DLMDL073.jpg,DLMDL073,DLM073,28.59304751700006,77.22036376800008
119,12049,"Tomb of Sikander Lodi with its enclosure wall and bastions, gates & compound","Tomb of Sikander Lodi with its enclosure wall and bastions, gates & compound",Lodi Garden,New Delhi,Delhi,Delhi Mini Circle,DLMDL075.jpg,DLMDL075,DLM075,28.596297394000032,77.22154603000007
120,12050,"Mazar of Shaikh Nabi Karim Muhammad Ibrahim Zauq, Nabi Karim, Paharganj","Mazar of Shaikh Nabi Karim Muhammad Ibrahim Zauq, Nabi Karim, Paharganj",Paharganj,Central,Delhi,Delhi Mini Circle,DLMDL167.jpg,DLMDL167,DLM167,28.64837094300003,77.21410579600007
121,12051,"Portion of the City Wall of Shahajanabad, near Delhi Gate","Portion of the City Wall of Shahajanabad, near Delhi Gate",Delhi Gate Ansari Road,Central,Delhi,Delhi Mini Circle,DLMDL170.jpg,DLMDL170,DLM170,28.64091185044274,77.24375848174293
122,12052,Ashoka'a pillar on Bridge at Firozabad,Ashoka'a pillar on Bridge at Firozabad,Ferozabad Kotla near Delhi Gate,Central,Delhi,Delhi Mini Circle,DLMDL014.jpg,DLMDL014,DLM025,28.635764675000075,77.24538874100006
123,12053,Mutiny telegraph Memorial,Mutiny telegraph Memorial,"Telegraph Building, Kashmeri Gate opposite GPO

",North,Delhi,Delhi Mini Circle,DLMDL029.jpg,DLMDL029,DLM029,28.662339761000055,77.23422005000003
124,12054,Tomb of Razya Begum in Mohalla Bulbuli Khana,Tomb of Razya Begum in Mohalla Bulbuli Khana,"Shahjanabad, Delhi",Central,Delhi,Delhi Mini Circle,DLMDL049.jpg,DLMDL049,DLM049,28.644969627171086,77.23177727222868
125,12055,"The Pirghaib. To the north of and near Hindu Rao's House on the ridge, Delhi","The Pirghaib. To the north of and near Hindu Rao's House on the ridge, Delhi",On the ridge Delhi,North,Delhi,Delhi Mini Circle,DLMDL034.jpg,DLMDL034,DLM034,28.676434526000037,77.21327360900005
