entry,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name,lat,long
3844,14074,Fort in ruins,Fort in ruins,Dharanikota,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP068.jpg,AMTAP068,AMT068,16.577211996000074,80.34376086500004
3845,14075,Mounds WITH ANCIENT REMAINS,Mounds WITH ANCIENT REMAINS,GRANDHASIRI                       (Hamlet of Vorvakallu),Guntur,Andhra Pradesh,Amaravati Circle,AMTAP069.jpg,AMTAP069,AMT069,16.576422464000075,80.15221073200007
3846,14076,Inscribed marble pillar near the gopala temple,Inscribed marble pillar near the gopala temple,Ipuru,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP070.jpg,AMTAP070,AMT070,16.229320034550526,79.7750559954025
3847,14077,Ancient buddhist remains with brahmi inscriptions on the mound,Ancient buddhist remains with brahmi inscriptions on the mound,Manchikallu,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP071.jpg,AMTAP071,AMT071,16.493071693000047,79.54554302200006
3848,14078,The mounds with the ancient remains  (buddhist ancient sites),The mounds with the ancient remains  (buddhist ancient sites),Velpur,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP075.jpg,AMTAP075,AMT075,16.58027078500004,80.12744821500007
3849,14079,Four storeyed rock-cut hindu temple,Four storeyed rock-cut hindu temple,Undavalli,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP076.jpg,AMTAP076,AMT076,16.49667164300007,80.58167754700008
3850,14080,Ancient site with the mound marking the buddhist stupas in it,Ancient site with the mound marking the buddhist stupas in it,Alluru,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP077.jpg,AMTAP077,AMT077,16.771628919000037,80.43798953200007
3851,14081,Buddhist remains in a mound,Buddhist remains in a mound,Ghantasala,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP078.jpg,AMTAP078,AMT078,16.169535993473815,80.94888518061188
3852,14082,Mound containing buddhist remains and ancient village site,Mound containing buddhist remains and ancient village site,Gudivada,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP079.jpg,AMTAP079,AMT079,16.432154763000014,81.00318597000006
3853,14083,Hillock containing gthe mound marking the remains of ancient bgudhit stupas situated on it,Hillock containing gthe mound marking the remains of ancient bgudhit stupas situated on it,Gummadidurru,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP081.jpg,AMTAP081,AMT081,16.861478522000027,80.31845841000006
3854,14084,Buddhist remains of a stupa on the hill,Buddhist remains of a stupa on the hill,Jaggayyapeta,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP082.jpg,AMTAP082,AMT082,16.887008107000042,80.10645052500007
3855,14085,Bandar fort:  armoury known as port and customs office,Bandar fort:  armoury known as port and customs office,Masulipatnam                     (bandar),Krishna,Andhra Pradesh,Amaravati Circle,AMTAP083A.jpg,AMTAP083A,AMT083A,16.150885944000038,81.14933102400005
3856,14086,Bandar fort:   belfry,Bandar fort:   belfry,Masulipatnam                     (bandar),Krishna,Andhra Pradesh,Amaravati Circle,AMTAP083B.jpg,AMTAP083B,AMT083B,16.150376765000033,81.14889453700005
3857,14087,Dutch cemetery,Dutch cemetery,Masulipatnam                     (bandar),Krishna,Andhra Pradesh,Amaravati Circle,AMTAP084.jpg,AMTAP084,AMT084,16.198684939000046,81.14312243700005
3858,14088,Rock-cut cave temples on the hill,Rock-cut cave temples on the hill,Mogalrazapuram,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP085.jpg,AMTAP085,AMT085,16.50833706900005,80.63778600669077
3859,14089,Ancient site and remains,Ancient site and remains,Munagacherla,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP086.jpg,AMTAP086,AMT086,16.80337314100008,80.25875828700003
3860,14090,Two rock-cut cave temples on the indrakila hill known as akkanna madanna caves consisting of (1) a two celled shrina facing the east and  (2) a triple celled temple with a pillared hall infront and linga in the middle cell,Two rock-cut cave temples on the indrakila hill known as akkanna madanna caves consisting of (1) a two celled shrina facing the east and  (2) a triple celled temple with a pillared hall infront and linga in the middle cell,Vijayawada,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP090.jpg,AMTAP090,AMT090,16.513900819000085,80.60652584200005
3861,14091,Kiratarjuna pillar on the indrakila hill,Kiratarjuna pillar on the indrakila hill,Vijayawada,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP089.jpg,AMTAP089,AMT089,16.513736680000036,80.60656698600008
3862,14092,Four pillars in the ruined mandapam in jamidoddi,Four pillars in the ruined mandapam in jamidoddi,Vijayawada,Krishna,Andhra Pradesh,Amaravati Circle,AMTAP087.jpg,AMTAP087,AMT087,16.513738249000028,80.60651579900008
3863,14093,A oprominent ranite hillock bearing asoka inscription,A oprominent ranite hillock bearing asoka inscription,Jonnagiri,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP093.jpg,AMTAP093,AMT093,15.21001471500007,77.57690534500006
3864,14094,Mausoleum known as abdul wahabn khan's tomb and adjoining buildings,Mausoleum known as abdul wahabn khan's tomb and adjoining buildings,Kurnool,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP094.jpg,AMTAP094,AMT094,15.82718789200004,78.04656643600003
3865,14095,"Gateways and bastions of the old fort, viz, (1) bastion no.1 beach ghantki buruzu (2) bastion no. 2 lal bungalow buruzu (3) gateway to gopala darwaja (4) gateway panikiddi","Gateways and bastions of the old fort, viz, (1) bastion no.1 beach ghantki buruzu (2) bastion no. 2 lal bungalow buruzu (3) gateway to gopala darwaja (4) gateway panikiddi",Kurnool,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP095.jpg,AMTAP095,AMT095,15.833738346068245,78.04862180754826
3866,14096,Nandavaram temple including the sculpture of ubrahmanya,Nandavaram temple including the sculpture of ubrahmanya,Nandavaram,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP096.jpg,AMTAP096,AMT096,15.373768048000045,78.27996548400006
3867,14097,"The asokan inscription, two early chalukyan inscription and one late chalukyan inscription","The asokan inscription, two early chalukyan inscription and one late chalukyan inscription",Rajulamandagiri (hamlet of jutur),Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP098.jpg,AMTAP098,AMT098,15.435018229140539,77.47180835558841
3868,14099,Uma-mahesvaraswami temple,Uma-mahesvaraswami temple,Yaganti,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP100.jpg,AMTAP100,AMT100,15.350836094000044,78.13821514600005
3869,14100,Mound known as 'bodipati dibba',Mound known as 'bodipati dibba',Ramathirtham                     (hamlety of varini),Nellore,Andhra Pradesh,Amaravati Circle,AMTAP101.jpg,AMTAP101,AMT101,14.637540749000038,80.14209984200005
3870,14101,Ancient mound,Ancient mound,Ramathirtham,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP102.jpg,AMTAP102,AMT102,14.639202618000056,80.14097914100006
3871,14102,Hill lfort with ancient byuildings therein,Hill lfort with ancient byuildings therein,Udayagiri,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP103.jpg,AMTAP103,AMT103,14.865193172000033,79.27498016900006
3872,14103,"Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank","Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank",Udayagiri,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP104A.jpg,AMTAP104A,AMT104A,14.87228995749824,79.30485355809382
3873,14104,"Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank","Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank",Udayagiri,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP104B.jpg,AMTAP104B,AMT104B,14.871789458000038,79.30556049800003
3874,14105,"Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank","Krishna temple in a part of donka with gopuram, kalyanamandapam and masonry built tank",Udayagiri,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP104C.jpg,AMTAP104C,AMT104C,14.872334838000029,79.30559036700004
3875,14106,Ranganayakula temple,Ranganayakula temple,Udayagiri,Nellore,Andhra Pradesh,Amaravati Circle,AMTAP105.jpg,AMTAP105,AMT105,14.878629907000075,79.29708226700006
3876,14107,A group of eight rock-cut temples in bhairavakonda hill,A group of eight rock-cut temples in bhairavakonda hill,Kottapalli,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP107.jpg,AMTAP107,AMT107,15.089095579000059,79.20072294900007
3877,14108,Chola temple,Chola temple,Motupalle,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP108.jpg,AMTAP108,AMT108,15.721175728000034,80.29298014400007
3878,14109,Ancient mound,Ancient mound,Pedaganjam,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP109.jpg,AMTAP109,AMT109,15.68007598800007,80.20687620700005
3879,14110,Pittkeswara gropup of temples including appraoch road,Pittkeswara gropup of temples including appraoch road,Pittikayagulla,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP110.jpg,AMTAP110,AMT110,15.479273235000036,79.12187485300007
3880,14111,Ancient site,Ancient site,Pusalapadu,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP111.jpg,AMTAP111,AMT111,15.500762216000055,79.10471027900007
3881,14112,Ramalingesvara group of temples,Ramalingesvara group of temples,Satiavel,Prakasam,Andhra Pradesh,Amaravati Circle,AMTAP112.jpg,AMTAP112,AMT112,15.403058768000037,78.98023759300008
3882,14113,Ancient buddhist site,Ancient buddhist site,Kalingapatnam (calingapatnam),Srikakulam,Andhra Pradesh,Amaravati Circle,AMTAP113.jpg,AMTAP113,AMT113,18.330625156000067,84.11075325700006
3883,14114,Sri somesvara temple,Sri somesvara temple,Mukhalingam,Srikakulam,Andhra Pradesh,Amaravati Circle,AMTAP114.jpg,AMTAP114,AMT114,18.59493665900004,83.96334164300004
3884,14115,"Bhimesvara temple, mkhalingesvara temple","Bhimesvara temple, mkhalingesvara temple",Mukhalingam,Srikakulam,Andhra Pradesh,Amaravati Circle,AMTAP115.jpg,AMTAP115,AMT115,18.59419721300003,83.96442146100009
3885,14116,Buddhist remains: (1) six images  (2) three images and some more image on the hill  (3)  one image  (4) three images,Buddhist remains: (1) six images  (2) three images and some more image on the hill  (3)  one image  (4) three images,Salihundam,Srikakulam,Andhra Pradesh,Amaravati Circle,AMTAP116.jpg,AMTAP116,AMT116,18.333730366000054,84.04491480500008
3886,14117,Eastern portion of salihundam hil containing b uddhist remains (a chaitya and four stupas),Eastern portion of salihundam hil containing b uddhist remains (a chaitya and four stupas),Salihundam,Srikakulam,Andhra Pradesh,Amaravati Circle,AMTAP117.jpg,AMTAP117,AMT117,18.334014612000047,84.04351801900003
3887,14118,Ancient buddhist mounds locally known as 'dhana dibbalu',Ancient buddhist mounds locally known as 'dhana dibbalu',Kotturu                                 (near gokivada forest),Visakhapatnam,Andhra Pradesh,Amaravati Circle,AMTAP118.jpg,AMTAP118,AMT118,17.52771565000006,82.90776216300003
3888,14119,"Buddhist rock-cut stupas, dagabas and caves and the ruins of a structural chaitya with its outbuilding and other ancient remains on two adjoining hills known as bojjanna konda","Buddhist rock-cut stupas, dagabas and caves and the ruins of a structural chaitya with its outbuilding and other ancient remains on two adjoining hills known as bojjanna konda",Sankaram,Visakhapatnam,Andhra Pradesh,Amaravati Circle,AMTAP119.jpg,AMTAP119,AMT119,17.710252275000073,83.01597019100006
3889,14120,(Durga bhairavakonda) having an ancient monument called durga,(Durga bhairavakonda) having an ancient monument called durga,Nilavati,Vizianagaram,Andhra Pradesh,Amaravati Circle,AMTAP120.jpg,AMTAP120,AMT120,18.17453375700005,83.32238894200003
3890,14121,Ruined buddhist monastery at gurubhaktulakonda,Ruined buddhist monastery at gurubhaktulakonda,Ramatirthalu (ramatirtham),Vizianagaram,Andhra Pradesh,Amaravati Circle,AMTAP121.jpg,AMTAP121,AMT121,18.176124228000063,83.48665583800005
3891,14122,"The old, dibbesvarasvamivari temple","The old, dibbesvarasvamivari temple",Sarapalli                               (sarapalle),Vizianagaram,Andhra Pradesh,Amaravati Circle,AMTAP122.jpg,AMTAP122,AMT122,18.134232652000037,83.46702846000005
3892,14123,Munds containing budhist remains,Munds containing budhist remains,Arugolanu,West-godavari,Andhra Pradesh,Amaravati Circle,AMTAP123.jpg,AMTAP123,AMT123,16.837522222000075,81.58030277800003
3893,14124,Mounds locally known as bhimalingadibba,Mounds locally known as bhimalingadibba,Denduluru,West-godavari,Andhra Pradesh,Amaravati Circle,AMTAP124.jpg,AMTAP124,AMT124,16.759478498000036,81.16415040000004
3894,14125,"Buddhist monuments-(1) rock0cut temple,  (2) large monastery,  (3) small monastery,  (4) brick chaitya,  (5) ruined mandapa,  (6) stone built stupa and  (7) large group of stupas","Buddhist monuments-(1) rock0cut temple,  (2) large monastery,  (3) small monastery,  (4) brick chaitya,  (5) ruined mandapa,  (6) stone built stupa and  (7) large group of stupas",Guntupalle,West-godavari,Andhra Pradesh,Amaravati Circle,AMTAP125.jpg,AMTAP125,AMT125,17.019856529000037,81.13045358300008
3895,14126,The caves and structural stupa of archaeological interest on dharamalingesvarasvami hill,The caves and structural stupa of archaeological interest on dharamalingesvarasvami hill,Jilakarragudem                (hamlet of guntupalle),West-godavari,Andhra Pradesh,Amaravati Circle,AMTAP126.jpg,AMTAP126,AMT126,17.02011690100005,81.12967397000006
3896,14127,"The mounds of pedavegi: dibba no.1, dibba no.2,  dibba no.3, dibba no.4, dibba no.5","The mounds of pedavegi: dibba no.1, dibba no.2,  dibba no.3, dibba no.4, dibba no.5",Pedavegi,West-godavari,Andhra Pradesh,Amaravati Circle,AMTAP127.jpg,AMTAP127,AMT127,16.814229902000022,81.10622102800005
3897,14128,Old vishnu temple with inscriptions,Old vishnu temple with inscriptions,Peddamudiyam,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP048.jpg,AMTAP048,AMT048,15.014360572000044,78.44965485600005
3898,14129,Mukundesvarfa temple with inscripotions,Mukundesvarfa temple with inscripotions,Peddamudiyam,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP047.jpg,AMTAP047,AMT047,15.014243398000076,78.44964583500007
3899,14131,Old stamba or lamp pillar in the sub-collector's office compound,Old stamba or lamp pillar in the sub-collector's office compound,Penukonda,Anantapur,Andhra Pradesh,Amaravati Circle,AMTAP015.jpg,AMTAP015,AMT015,14.087514484135255,77.5956620213397
3900,14132,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036C.jpg,AMTAP036C,AMT036C,14.813307180000038,78.28390888400008
3901,14133,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036G.jpg,AMTAP036G,AMT036G,14.81472559279527,78.28132798798148
3902,14134,Ancient village site,Ancient village site,Peddamudiyam,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP045A.jpg,AMTAP045A,AMT045A,15.015527937000059,78.44755765800005
3903,14135,Ancient village site,Ancient village site,Peddamudiyam,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP045B.jpg,AMTAP045B,AMT045B,15.014097950000064,78.44849735500003
3904,14136,Narasimha temple,Narasimha temple,Peddamudiyam,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP049.jpg,AMTAP049,AMT049,15.012697458000048,78.44858757100008
3905,14137,Reconstructed monuments at anupu and nagarjunakonda hill top,Reconstructed monuments at anupu and nagarjunakonda hill top,Nagarjunakonda  /   anupu,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP129A.jpg,AMTAP129A,AMT129A,16.5203198661749,79.23930404888699
3906,14138,Reconstructed monuments at anupu and nagarjunakonda hill top,Reconstructed monuments at anupu and nagarjunakonda hill top,Nagarjunakonda  /   anupu,Guntur,Andhra Pradesh,Amaravati Circle,AMTAP129B.jpg,AMTAP129B,AMT129B,16.50401615800007,79.27653234600007
3907,14139,Inscrijinscribed boulder bearing andhra receords of 150 ad,Inscrijinscribed boulder bearing andhra receords of 150 ad,Chinnakadaburu,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP092.jpg,AMTAP092,AMT092,15.733828261862527,77.3108153244511
3908,14140,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091H.jpg,AMTAP091H,AMT091H,15.647352032000057,77.27738993500003
3909,14141,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091A.jpg,AMTAP091A,AMT091A,15.63601372900007,77.27831774600008
3910,14142,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP092B.jpg,AMTAP092B,AMT092B,15.63941978000004,77.27873043200003
3911,14143,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091C.jpg,AMTAP091C,AMT091C,15.639932558057296,77.27864748130511
3912,14144,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091D.jpg,AMTAP091D,AMT091D,15.640349355000069,77.27863572600006
3913,14145,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091E.jpg,AMTAP091E,AMT091E,15.64209627300005,77.27917882000008
3914,14146,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091F.jpg,AMTAP091F,AMT091F,15.642135212177749,77.2779017870711
3915,14147,Ruined fort and buildings therein except ramzan masjid,Ruined fort and buildings therein except ramzan masjid,Adoni,Kurnool,Andhra Pradesh,Amaravati Circle,AMTAP091G.jpg,AMTAP091G,AMT091G,15.642159033127001,77.27696626102768
3916,14148,Golingesvara group of temples kancharagudi temple,Golingesvara group of temples kancharagudi temple,Biccavolu,East-godavari,Andhra Pradesh,Amaravati Circle,AMTAP055D.jpg,AMTAP055D,AMT055D,16.95611939400004,82.04831555100003
3917,14149,Large bastion old gateway,Large bastion old gateway,Madakasira,Anantapur,Andhra Pradesh,Amaravati Circle,AMTAP011B.jpg,AMTAP011B,AMT011B,13.939619399952036,77.2694829734706
3918,14150,Palace and two temples of rama and krishna,Palace and two temples of rama and krishna,Rayadurg,Anantapur,Andhra Pradesh,Amaravati Circle,AMTAP021C.jpg,AMTAP021C,AMT021C,14.70370559893523,76.83755443211753
3919,14151,Palace and two temples of rama and krishna,Palace and two temples of rama and krishna,Rayadurg,Anantapur,Andhra Pradesh,Amaravati Circle,AMTAP021A.jpg,AMTAP021A,AMT021A,14.702825198363058,76.83680787622694
3920,14152,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036H.jpg,AMTAP036H,AMT036H,14.816866151745273,78.28505993200243
3921,14153,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036E.jpg,AMTAP036E,AMT036E,14.815149225536956,78.28575651349266
3922,14154,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036D.jpg,AMTAP036D,AMT036D,14.81376587356337,78.28632555189314
3923,14155,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036A.jpg,AMTAP036A,AMT036A,14.816160109273554,78.28521858617599
3924,14156,"Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala","Fort with encloed ancient buildings, madhavaperumal temple, tower known a madarasala",Gandikota,Cuddapah,Andhra Pradesh,Amaravati Circle,AMTAP036F.jpg,AMTAP036F,AMT036F,14.813596034671122,78.28693688902237
3925,14389,THE ADHAIDIN-KA-JHONPRA,THE ADHAIDIN-KA-JHONPRA,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ001.JPG,JDHRJ001,JDH_001,26.4551666666666,74.6250333333333
3926,14390,THE BADSHAHI HAVELI IN THE NAYA BAZAR,THE BADSHAHI HAVELI IN THE NAYA BAZAR,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ002.JPG,JDHRJ002,JDH_002,26.4613333333333,74.6311138888888
3927,14391,"DELHI GATE, AJMER CITY, CONSISTING OF ONE ARCHWAY","DELHI GATE, AJMER CITY, CONSISTING OF ONE ARCHWAY",AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ003.JPG,JDHRJ003,JDH_003,26.46208969941324,74.62746532008346
3928,14392,GATEWAY OF TARAGARH HILL,GATEWAY OF TARAGARH HILL,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ004.JPG,JDHRJ004,JDH_004,26.44343582833703,74.61630253863073
3929,14393,"THE MARBLE PAVILIONS AND BALUSTRADE ON THE ANA SAGAR BUND,AND THE RUINS OF THE MARBLE HAMMAM BEHIND THE ANA SAGAR BUND","THE MARBLE PAVILIONS AND BALUSTRADE ON THE ANA SAGAR BUND,AND THE RUINS OF THE MARBLE HAMMAM BEHIND THE ANA SAGAR BUND",AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ005.JPG,JDHRJ005,JDH_005,26.46976944444438,74.6304111111111
3930,14394,SAHELI BAZAR BUILDINGS IN DAULAT BAGH,SAHELI BAZAR BUILDINGS IN DAULAT BAGH,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ006.JPG,JDHRJ006,JDH_005,26.469997038633238,74.63209415384549
3931,14395,TOMBS OF ABDULLA KHAN AND HIS WIFE,TOMBS OF ABDULLA KHAN AND HIS WIFE,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ007.JPG,JDHRJ007,JDH_007,26.452421170526243,74.63765534154373
3932,14396,THE TOMB OF ALLAUDDIN KHAN KNOWN AS  SOLA THUMBA,THE TOMB OF ALLAUDDIN KHAN KNOWN AS  SOLA THUMBA,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ008.JPG,JDHRJ008,JDH_008,26.456212155825092,74.62708213361661
3933,14397,TRIPOLIA GATE,TRIPOLIA GATE,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ009.JPG,JDHRJ009,JDH_009,26.455969474452793,74.62660400292084
3934,14398,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (AJMER-JAIPUR ROAD 1.),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (AJMER-JAIPUR ROAD 1.),AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ010.JPG,JDHRJ010,JDH_010,26.477591938328302,74.65768173844677
3935,14399,MAGAZINE BUILDING,MAGAZINE BUILDING,AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ011.JPG,JDHRJ011,,26.460722222222202,74.6334694444444
3936,14400,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (AJMER-JAIPUR ROAD 2.),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (AJMER-JAIPUR ROAD 2.),AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ012.JPG,JDHRJ012,JDH_012,26.490797036931873,74.67629367706384
3937,14401,"ONE BAORI, 3 MILES, 6 FURLONGS FROM AJMER, ON OF THE AJMER-JAIPUR ROAD","ONE BAORI, 3 MILES, 6 FURLONGS FROM AJMER, ON OF THE AJMER-JAIPUR ROAD",AJMER,AJMER,Rajasthan,JODHPUR Circle,JDHRJ013.JPG,JDHRJ013,JDH_013,26.498840836879737,74.67636118048748
3938,14441,ANCIENT MOUNDS (3),ANCIENT MOUNDS (3),KALIBANGA,HANUMANGARH,Rajasthan,JODHPUR Circle,JDHRJ054.JPG,JDHRJ054,JDH_054,29.473611111111076,74.13
3939,14402,EIGHT KOS MINAR EERECTED BY EMPEROR AKBAR (CHATRI),EIGHT KOS MINAR EERECTED BY EMPEROR AKBAR (CHATRI),CHATRI,AJMER,Rajasthan,JODHPUR Circle,JDHRJ014.JPG,JDHRJ014,JDH_014,26.565981623502566,74.70659598521198
3940,14403,ONE SARAI IN CHATRI VILLAGE AT 10 MILES FROM AJMER,ONE SARAI IN CHATRI VILLAGE AT 10 MILES FROM AJMER,CHATRI,AJMER,Rajasthan,JODHPUR Circle,JDHRJ015.JPG,JDHRJ015,JDH_015,26.563615999999996,74.714227
3941,14404,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (GHUGRA),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (GHUGRA),GHUGRA,AJMER,Rajasthan,JODHPUR Circle,JDHRJ016.JPG,JDHRJ016,JDH_016,26.513924720737393,74.68897010152844
3942,14405,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (HUSHIRA 1.),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (HUSHIRA 1.),HUSHIRA,AJMER,Rajasthan,JODHPUR Circle,JDHRJ017.JPG,JDHRJ017,JDH_017,26.61209220966817,74.74218574448284
3943,14406,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (HUSHIRA 2.),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (HUSHIRA 2.),HUSHIRA,AJMER,Rajasthan,JODHPUR Circle,JDHRJ018.JPG,JDHRJ018,JDH_018,26.63751483675469,74.75490266821538
3944,14407,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (KAIR),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (KAIR),KAIR,AJMER,Rajasthan,JODHPUR Circle,JDHRJ019.JPG,JDHRJ019,JDH_019,26.541630555555507,74.6917305555555
3945,14408,EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (KHANPURA),EIGHT KOS MINAR ERECTED BY EMPEROR AKBAR (KHANPURA),KHANPURA,AJMER,Rajasthan,JODHPUR Circle,JDHRJ020.JPG,JDHRJ020,JDH_020,26.587589375511413,74.72502890464997
3946,14409,MAHAL BADSHAHI,MAHAL BADSHAHI,PUSHKAR,AJMER,Rajasthan,JODHPUR Circle,JDHRJ021.JPG,JDHRJ021,JDH_021,26.48465555555549,74.5544861111111
3947,14410,BRAHMAJI TEMPLE,BRAHMAJI TEMPLE,PUSHKAR,AJMER,Rajasthan,JODHPUR Circle,JDHRJ022.JPG,JDHRJ022,JDH_022,26.487327777777693,74.5488777777777
3948,14411,SIVA TEMPLE AND RUINS,SIVA TEMPLE AND RUINS,ARTHUNA,BANSWARA,Rajasthan,JODHPUR Circle,JDHRJ023.JPG,JDHRJ023,,23.493122222222212,74.1002944444444
3949,14412,ANCIENT REMAINS,ANCIENT REMAINS,VITHAL DEVA,BANSWARA,Rajasthan,JODHPUR Circle,JDHRJ024.JPG,JDHRJ024,,23.487044444444393,74.3365111111111
3950,14413,BHANDASAR JAIN TEMPLE,BHANDASAR JAIN TEMPLE,BIKANER,BIKANER,Rajasthan,JODHPUR Circle,JDHRJ025.JPG,JDHRJ025,JDH_025,28.0047,73.3006555555555
